event_name,organizer_name
MOVIMAT 2024,RX Brasil
MOVIMAT 2024,RX Global Events
PACK EXPO INTERNATIONAL - CHICAGO 2024,"NPTA Alliance (Association for the paper, packaging, and supplies distribution channel)"
PACK EXPO INTERNATIONAL - CHICAGO 2024,PMMI (Packaging Machinery Manufacturers Institute)
AAPEX 2024,"William T. Glasgow, Inc."
NASHVILLE INTERNATIONAL AUTO SHOW 2024,"Motor Trend Auto Shows, Inc."
PROMAT '2025,MHIA (Material Handling Institute of America)
NT EXPO 2025,Revista Ferroviaria
PLÁSTICO BRASIL 2025,Informa Markets South America
PLÁSTICO BRASIL 2025,Informa Markets
PLÁSTICO BRASIL 2025,Abimaq
ROCK ‘N’ ROLL SAVANNAH 2024,Competitor Group
EXPOGRÁFICA 2024,"ANIDIGRAF (Asociación Nacional de Industriales y Distribuidores para la Industria Gráfica, A.C.)"
HOUSTEX 2025,SME (Society of Manufacturing Engineers)
SOMMET CHAÎNE MONDIALE D’APPROVISIONNEMENT AÉROSPATIALE 2025,Aéro Montréal
POWDER & BULK SOLIDS MONTREAL 2024,Informa Markets USA
POWDER & BULK SOLIDS MONTREAL 2024,Informa Markets
ADVANCED DESIGN & MANUFACTURING EXPO MONTRÉAL 2024,Informa Markets
ADVANCED DESIGN & MANUFACTURING EXPO MONTRÉAL 2024,Informa Markets USA
LAAD 2025,Creative Events Brazil
LAAD 2025,Clarion Events Brazil
LAAD 2025,Clarion Events Ltd
AUTOMEC 2025,RX Brasil
AUTOMEC 2025,RX Global Events
REATECH 2024,Grupo Cipa Fiera Milano
REATECH 2024,Fiera Milano S.p.A.
EXPO GRANDS TRAVAUX 2025,Master Promotions Ltd.
TOY FAIR NEW YORK 2025,Toy Industry Association inc.
EXPOCORMA 2024,Servicios Forestales y de Exposiciones
SMALL BUSINESS EXPO HOUSTON 2024,The Show Producers
LABELEXPO MEXICO 2025,Tarsus Group Plc
EXPONAVAL 2024,FISA S.A.
IMECE 2024,ASME (American Society of Mechanical Engineers)
PACK EXPO SOUTHEAST 2025,PMMI (Packaging Machinery Manufacturers Institute)
THE ULTIMATE WOMEN'S SHOW - NEW JERSEY 2024,The Ultimate Women's Show
IM ENGINEERING EAST 2025,Informa Markets
IM ENGINEERING EAST 2025,Informa Markets USA
ANDIGRAFICA 2025,Corferias
WESTERN MANUFACTURING TECHNOLOGY SHOW 2025,SME (Society of Manufacturing Engineers)
WESTERN MANUFACTURING TECHNOLOGY SHOW 2025,SME Canada (Society of Manufacturing Engineers)
EXPOSIBRAM 2025,Ibram (Instituto Brasileiro de Mineração)
EXPOSIBRAM 2025,Messe Düsseldorf GmbH
SIAL CANADA - TORONTO 2025,SIAL Canada & SET Canada
SIAL CANADA - TORONTO 2025,SIAL
SIAL CANADA - TORONTO 2025,Comexposium
VALVE WORLD AMERICAS 2025,KCI World Publishing
FIEE 2025,RX Global Events
FIEE 2025,RX Brasil
DESIGN & MANUFACTURING ATLANTIC 2025,Informa Markets USA
DESIGN & MANUFACTURING ATLANTIC 2025,Informa Markets
ICC 2025,ICA (International Cartographic Association)
BAKERY SHOWCASE - VANCOUVER 2025,Baking Association of Canada
GRAPHICS CANADA 2025,Graphics Canada Organization
FIMA TÊXTIL 2025,Via Àpia Eventos
CONFERÊNCIA INTERCONTINENTAL DE FLEXOGRAFIA 2025,Nascimento Feiras e Eventos Ltda
FAMEX - FERIA AEROESPACIAL MEXICO 2025,Famex Organization
FIIEE - MINAS GERAIS 2025,RX Brasil
FIIEE - MINAS GERAIS 2025,RX Global Events
ARMINERA 2025,Messe Frankfurt Argentina
ARMINERA 2025,Messe Frankfurt GmbH
EXPOSIGN 2025,Expotrade Argentina
F-AIR COLOMBIA 2025,Corferias
EXPOMAFE 2025,Informa Markets South America
EXPOMAFE 2025,Informa Markets
EXPOMAFE 2025,Abimaq
THE CLEAN SHOW 2025,"Messe Frankfurt, Inc."
THE CLEAN SHOW 2025,Messe Frankfurt GmbH
PALAKISS 2024,Palakiss S.P.A
BAKERY SHOWCASE - MONTRÉAL 2025,Baking Association of Canada
HORTIGRANJEIROS 2025,Aprhorosa
INTERNATIONAL POWDER & BULK SOLIDS 2025,Informa Markets USA
INTERNATIONAL POWDER & BULK SOLIDS 2025,Informa Markets
EXPO PACK LATIN AMERICA - GUADALAJARA 2025,PMMI (Packaging Machinery Manufacturers Institute)
EXPO PACK LATIN AMERICA - GUADALAJARA 2025,PMMI Latin America Office
TECNOTÊXTIL BRASIL 2025,Febratex Group
MD&M EAST 2025,Informa Markets USA
MD&M EAST 2025,Informa Markets
TEXPROCESS AMERICAS 2025,Messe Frankfurt GmbH
TEXPROCESS AMERICAS 2025,"Messe Frankfurt, Inc."
QUALITY EXPO NEW-YORK 2025,Informa Markets USA
QUALITY EXPO NEW-YORK 2025,Informa Markets
FILTREXPO 2025,INDA (Association of the Nonwovens Fabrics Industry)
BRASIL OFFSHORE 2025,"IBP (Instituto Brasileiro de Petróleo, Gás e Biocombustíveis)"
BRASIL OFFSHORE 2025,RX Brasil
BRASIL OFFSHORE 2025,RX Global Events
ATX EAST 2025,Informa Markets USA
ATX EAST 2025,Informa Markets
EXPOPRINT LATIN AMERICA 2026,Messe Frankfurt Feiras
EXPOPRINT LATIN AMERICA 2026,Guazzelli Messe Frankfurt
EXPOPRINT LATIN AMERICA 2026,Messe Frankfurt GmbH
EASTEC '2025,SME (Society of Manufacturing Engineers)
AGROEXPO BOGOTA 2025,Corferias
EXPOCONSTRUCCION EXPODISEÑO 2025,Corferias
IBIE 2025,BEMA (Baking Industry Suppliers Association)
EAST PACK 2025,Informa Markets USA
EAST PACK 2025,Informa Markets
POWDER & BULK SOLIDS '2025,Informa Markets USA
POWDER & BULK SOLIDS '2025,Informa Markets
FIMMA BRASIL 2025,MOVERGS (Associação das Indústrias de Móveis do Estado do Rio Grande do Sul)
CANADA NORTH RESOURCES EXPO 2025,Master Promotions Ltd.
QUALITY EXPO 2025,Informa Markets USA
QUALITY EXPO 2025,Informa Markets
EXPOPARTES 2025,Asopartes
EXPOPARTES 2025,Corferias
FIMA - FERIA INTERNACIONAL DEL MEDIO AMBIENTE 2025,Corferias
MATEXPO 2023,Matexpo
PLASTEC EAST 2025,Informa Markets USA
PLASTEC EAST 2025,Informa Markets
CFR – CARAVAN FREIZEIT REISEN 2024,Weser-Ems Halle Oldenburg GmbH & Co. KG
SENSORS & INSTRUMENTATION LIVE 2024,Datateam Business Media Ltd.
BIJORHCA PARIS 2024,RX France
BIJORHCA PARIS 2024,WSN Developpement
TELEGRAPH HOLIDAY WORLD SHOW - BELFAST 2024,Business Exhibitions Ltd.
"SALON BIEN-ÊTRE, MÉDECINE DOUCE & THALASSO - LYON 2024",Spas Organisation
CARAVAN HELSINKI 2024,Messukeskus
BAUMESSE OFFENBACH 2024,Baumesse GmbH
BAUMESSE OFFENBACH 2024,Messe Offenbach GmbH
LONDON ART FAIR 2024,Immediate Media Live
KREUZFAHRT- & SCHIFFSREISEN 2024,Landesmesse Stuttgart GmbH
POLYCLOSE 2024,Limaco
LE SALON DES FORMATIONS ET METIERS DÉFENSE ET CYBERSÉCURITÉ DE PARIS 2024,Studyrama
SALON STUDYRAMA DES ETUDES SUPÉRIEURES ET DE L’ALTERNANCE DE REIMS 2024,Studyrama
INNATEX 2024,MUVEO GmbH
INTERLOOK 2024,Messe Dortmund GmbH
NORTEC 2024,Hamburg Messe und Congress
AGROVINA 2024,FVS Group
SALON DE L'ETUDIANT DE TOULON 2024,L'Etudiant
GAUDEAMUS PRAHA 2024,Gaudeamus
GAUDEAMUS PRAHA 2024,"Incheba Praha, s.r.o."
UPAKEXPO 2024,Expo Fusion LLC
SPOSI A MONZA 2024,Multimedia tre
SALON STUDYRAMA DES ETUDES SUPÉRIEURES ET DE L’ALTERNANCE DE NANCY 2024,Studyrama
SALON INTERNATIONAL DE LA LINGERIE - RIVIERA PARIS 2024,Eurovet
SALON INTERNATIONAL DE LA LINGERIE - RIVIERA PARIS 2024,Comexposium
SALON INTERNATIONAL DE LA LINGERIE - RIVIERA PARIS 2024,WSN Developpement
SEATRADE EUROPE 2023,Hamburg Messe und Congress
SEATRADE EUROPE 2023,Seatrade Cruise Events
SEATRADE EUROPE 2023,Informa Markets
IAA COMMERCIAL VEHICLES 2023,VDA (Verband der Automobilindustrie e.V.)
IAA COMMERCIAL VEHICLES 2023,Deutsche Messe AG Hannover
POTATO EUROPE BELGIUM 2023,DLG International GmbH
EUROSKILLS GDANSK 2023,FRSE (Foundation For The Development Of The Education System)
EUROSKILLS GDANSK 2023,AmberExpo
VITRUM 2023,Fiera Milano S.p.A.
ETC - EUROMECH TURBULENCE CONFERENCE 2023,Euromech
IAA MOBILITY 2023,VDA IAA Department
IAA MOBILITY 2023,Messe München GmbH
IAA MOBILITY 2023,VDA (Verband der Automobilindustrie e.V.)
LABELEXPO EUROPE 2023,Tarsus Group Plc
CEVC 2023,BVV (Brno Trade Fairs and Exhibition)
EKO-LAS 2023,MTP Grupa
HUSUM WIND 2023,Messe Husum & Congress
DLG - ÖÇP TARLA GÜNLERI 2023,DLG International GmbH
DLG - ÖÇP TARLA GÜNLERI 2023,DLG Fuarcilik Ltd. Co
CNR AMBALAJ FUARI 2023,CNR Expo
POTATOE DAYS TURKEY 2023,DLG Fuarcilik Ltd. Co
POTATOE DAYS TURKEY 2023,DLG International GmbH
R + T TURKEY 2023,Messe Stuttgart Foires Ltd Ares. Sti.
R + T TURKEY 2023,Landesmesse Stuttgart GmbH
COMTRANS 2023,ITEMF Expo
COMTRANS 2023,ITE Group
COMTRANS 2023,Gefera Media LLC
ARCHITECT @ WORK - SWEDEN 2023,ARCHITECT @ WORK Headquarters
SINDEX 2023,BernExpo AG
PLATHINIUM 2023,SFV (Société Française du Vide)
PETERBOROUGH INTERNATIONAL ANTIQUES & COLLECTORS FAIR 2023,IACF (International Antiques & Collectors Fairs)
CIOSTA 2023,AIDIC (Italian Association of Chemical Engineering)
CIOSTA 2023,University of Agriculture in Krakow
EURO FED LIPID CONGRESS 2023,Euro Fed Lipid
IIR INTERNATIONAL CONGRESS OF REFRIGERATION 2023,IIR (International Institute of Refrigeration)
IIR INTERNATIONAL CONGRESS OF REFRIGERATION 2023,Shecco SPRL
WOOD AND BIOENERGY 2023,Jyväskylä Fair Ltd.
EUCAS 2023,ESAS (European Society for Applied Superconductivity)
INTERNATIONAL CONFERENCE ON THE STATUS AND FUTURE OF THE WORLD’S LARGE RIVERS 2023,BOKU - University of Natural Resources and Life Sciences
PARTNER – DEFENCE EXHIBITION 2023,Belgrade Fair
EURASIAN COMPOSITES SHOW 2023,Artkim Fuarcilik Tic. Ltd. Sti.
LISW - LONDON INTERNATIONAL SHIPPING WEEK 2023,Shipping Innovation Ltd
LISW - LONDON INTERNATIONAL SHIPPING WEEK 2023,"Imarest (Institute of Marine Engineering, Science and Technology)"
EUROMAT 2023,FEMS (Federation of European Materials Societies)
EUROMAT 2023,SFV (Société Française du Vide)
FISITA 2023,FISITA (International Federation of Automotive Engineering Societies)
EFA 2023,Leipziger Messe
MEASUREMENT WORLD 2023,GL Events Exhibitions
GREEN AREA SHOW 2023,MTP Grupa
SPE OFFSHORE EUROPE 2023,RX Global Events
ARCHITECT @ WORK - GERMANY - HAMBURG 2023,ARCHITECT @ WORK Headquarters
ARCHITECT @ WORK - GERMANY - HAMBURG 2023,Xpo messe kontakt Gmbh
PLAST '2023,Fiera Milano S.p.A.
PLAST '2023,Promaplast srl
DETLING INTERNATIONAL ANTIQUES & COLLECTORS FAIR 2023,B2B Events
IAA CARS 2023,VDA (Verband der Automobilindustrie e.V.)
IAA CARS 2023,Messe Frankfurt GmbH
TRANSBALTICA 2023,VGTU (Vilnius Gediminas Technical University)
WERKSTOFFWOCHE 2023,Deutsche Gesellschaft für Materialkunde
BIENNALE DE LA DANSE 2023,La Biennale de Lyon
ICOLD EUROPEAN CLUB SYMPOSIUM 2023,CIGB - ICOLD
ICOLD EUROPEAN CLUB SYMPOSIUM 2023,Comité Français des Barrages et Réservoirs
EUROFINISH '2023,VOM asbl (Belgian association for surface finishing techniques)
OE - OFFSHORE EUROPE '2023,RX Global Events
GEOFLUID 2023,Piacenza Expo
RAILWAY FORUM BERLIN 2023,IPM GmbH (Institut für Produktionsmanagement)
SCHWEISSEN & SCHNEIDEN 2023,Messe Essen GmbH
EURADH 2023,SFV (Société Française du Vide)
BIOENERGIA 2023,Jyväskylä Fair Ltd.
BIOENERGIA 2023,Messukeskus
IGM - CLOTHING MACHINERY 2023,Tüyap Fairs and Exhibitions Organization Inc.
DRP 2023,WSN Developpement
WOOD EXPERIENCE - LEGNO & EDILIZIA 2023,Piemmeti S.p.A.
WOOD EXPERIENCE - LEGNO & EDILIZIA 2023,Veronafiere
PUTECH EURASIA 2023,Artkim Fuarcilik Tic. Ltd. Sti.
CMS CLEANING. MANAGEMENT. SERVICES 2023,Messe Berlin GmbH
BIOCULTURA BILBAO 2023,Asociación Vida Sana
INTERSUC PARIS 2024,EKIP - Les équipementiers du goût
INTERSUC PARIS 2024,GL Events Exhibitions
HI-INDUSTRIMESSEN 2023,MCH Messecenter Herning
SALON STUDYRAMA GRANDES ECOLES DE MARSEILLE 2023,Studyrama
SSW EUROPE 2023,KCI Publishing
POWTECH 2023,Nürnberg Messe GmbH
FIERA INTERNAZIONALE DEL TARTUFO BIANCO D'ALBA 2023,Ente Fiera Internazionale del Tartufo Bianco d’Alba
FESTIVAL BREIZH TRANSITION 2023,Quimper Evénements
PLASTICS MEETINGS FRANCE 2023,abe (advanced business events)
ALUMINIUM TWO THOUSAND CONGRESS 2023,Interall Srl
AGRILEVANTE 2023,Fiera del Levante
AGRILEVANTE 2023,UNACOMA (Unione Nazionale Costruttori Macchine Agricole)
NUFAM 2023,Karlsruher Messe und Kongress GmbH
LIBER 2023,Ifema (Feria de Madrid)
INTERPLAS 2023,Rapid News Group
BURSA INTERNATIONAL STOCK BREEDING AND EQUIPMENT FAIR 2023,Tüyap Fairs and Exhibitions Organization Inc.
BIAX FILM EUROPE 2023,Applied Market Information Ltd
BIAX FILM EUROPE 2023,Applied Market Information LLC
ALINA 2023,Expomedia
PREVENTICA TOULOUSE 2023,Communica Organisation
EXPO FERROVIARIA 2023,Mack Brooks Group
EXPO FERROVIARIA 2023,Lingotto Fiere
EXPO FERROVIARIA 2023,RX Italia
EXPO FERROVIARIA 2023,RX Global Events
SOLIDS NETHERLANDS 2023,Artexis EasyFairs
SOLIDS NETHERLANDS 2023,Easyfairs Netherlands BV
ILMAC BASEL 2023,MCH Foire Suisse (Holding) SA
ALIMENTARIA FOODTECH BARCELONA 2023,RX Global Events
ALIMENTARIA FOODTECH BARCELONA 2023,Alimentaria Exhibitions S.A.
ALIMENTARIA FOODTECH BARCELONA 2023,Fira de Barcelona
TRAKO 2023,AmberExpo
TRAKO 2023,Gdansk International Fair Co.
EQUIP AUTO,Comexposium
EQUIP AUTO,Promosalons
EFF - ENGINEERING FUTURE FOOD 2023,AIDIC (Italian Association of Chemical Engineering)
CARAVANING 2023,Fira de Barcelona
NEVA 2023,ExpoForum International Ltd.
MAINFRANKEN MESSE WÜRZBURG 2023,AFAG (AFAG Messen und Ausstellungen GmbH)
ACCESS MBA - FRANKFURT 2023,Advent Group
ANUGA 2023,Koelnmesse GmbH
MONZA SPOSI 2024,Multimedia tre
APS - ALARMES PROTECTION SECURITE 2023,RX France
APS - ALARMES PROTECTION SECURITE 2023,RX Global Events
HOSTECH BY TUSID 2023,CNR Expo
"LE SALON SANTÉ, SOCIAL, PARAMÉDICAL ET SPORT DE LILLE 2023",L'Etudiant
CONGRÈS INTERNATIONAL DE L'AFTES 2023,AFTES (Association Française des Tunnels et de l'Espace Souterrain)
SALON DE L'AUTOMOBILE DE LYON 2023,Eurexpo Lyon
IL LINGUAGGIO DELLE IMMAGINI 2023,Fondazione Campori
ELMIA PARK 2023,Elmia Fairs
PAINTEXPO EURASIA 2023,FairFair GmbH
PAINTEXPO EURASIA 2023,Artkim Fuarcilik Tic. Ltd. Sti.
BRAGA BRICK FAN EVENT 2023,Altice Forum  Braga
STT SHOW EURASIA - SURTECH EURASIA 2023,Artkim Fuarcilik Tic. Ltd. Sti.
SOBRA 2023,Pomurski sejem d.d.
EMPACK STOCKHOLM 2023,Easyfairs Nordic
EMPACK STOCKHOLM 2023,Artexis EasyFairs
INTER AIRPORT EUROPE 2023,Mack Brooks Group
INTER AIRPORT EUROPE 2023,RX Global Events
BALT MILITARY EXPO + BALTEXPO 2023,AmberExpo
BALT MILITARY EXPO + BALTEXPO 2023,Gdansk International Fair Co.
DECOR HOTEL - LISBOA 2023,ExpoSalão
MAINTENANCE SCHWEIZ 2023,Artexis EasyFairs
MAINTENANCE SCHWEIZ 2023,Easyfairs Switzerland GmbH
TRAFIC 2023,Ifema (Feria de Madrid)
IBA 2023,GHM (Gesellschaft für Handwerksmessen mbH)
TRANSPORT A LOGISTICA 2023,BVV (Brno Trade Fairs and Exhibition)
TRANSPORT A LOGISTICA 2023,Messe Düsseldorf GmbH
TRANSPORT A LOGISTICA 2023,Messe Brünn
DANFISH INTERNATIONAL 2023,DanFish International
FUNERMOSTRA 2023,Feria Valencia
A+A 2023,Messe Düsseldorf GmbH
5PEXPO 2023,ZAO Expocentr
EMPACK BRUSSELS 2023,Artexis EasyFairs
DEBURRING EXPO 2023,fairXperts GmbH & Co. KG
PRAGODENT 2023,"Incheba Praha, s.r.o."
SECTECH SWEDEN 2023,AR Media International AB
SECTECH SWEDEN 2023,Stockholm International Fairs
ENVITECH 2023,BVV (Brno Trade Fairs and Exhibition)
ENVITECH 2023,Messe Düsseldorf GmbH
ITECHMER LORIENT 2023,Agence SAFYM
ITECHMER LORIENT 2023,Segepex (Société de Gestion du Parc des Expositions du Pays de Lorient)
CIBUS TEC 2023,Fiere di Parma
ALUEXPO 2023,Hannover-Messe Ankiros Fuarcilik A.S.
ALUEXPO 2023,Deutsche Messe AG Hannover
H2O - ACCADUEO 2023,Bologna Fiere
ELMIA NORDIC RAIL 2023,Elmia Fairs
ARCHITECT @ WORK - GERMANY - STUTTGART 2023,Xpo messe kontakt Gmbh
ARCHITECT @ WORK - GERMANY - STUTTGART 2023,ARCHITECT @ WORK Headquarters
SEPEM INDUSTRIES CENTRE-OUEST 2023,Even.pro
AQUANALE 2023,Koelnmesse GmbH
EXPOMARITT EXPOSHIPPING ISTANBUL 2023,Informa Markets
EXPOMARITT EXPOSHIPPING ISTANBUL 2023,Informa Markets Turkey
POLLUTEC 2023,RX France
POLLUTEC 2023,RX Global Events
BALTEXPO 2023,Zarzad Targow Warszawskich S.A. (Warsaw Exhibition Board)
SAIE BARI 2023,Senaf
SAIE BARI 2023,Fiera del Levante
OMC 2023,OMC S.c.r.l.
IEFT INTERNATIONAL EDUCATION FAIRS OF TURKEY - ANKARA 2023,Studycentral Ltd
ISK-SODEX ISTANBUL 2023,Hannover-Messe Sodeks Fuarcilik A.S.
ISK-SODEX ISTANBUL 2023,Deutsche Messe AG Hannover
ISK-SODEX ISTANBUL 2023,Hannover - Messe International Istanbul
ISK-SODEX ISTANBUL 2023,Tüyap Fairs and Exhibitions Organization Inc.
AVITA AUDIOVISUAL EXPO 2023,Messukeskus
FSB 2023,Koelnmesse GmbH
HOST 2023,Fiera Milano S.p.A.
INTERPROTEC 2023,BVV (Brno Trade Fairs and Exhibition)
INTERPROTEC 2023,Messe Düsseldorf GmbH
PHOTONEX EUROPE 2023,Xmark Media Ltd
CLEANROOM EXHIBITION 2023,Yapex Exhibitions (Akdeniz Tanitim)
CLEANROOM EXHIBITION 2023,AntExpo
INTERLIFT AUGSBURG 2023,AFAG (AFAG Messen und Ausstellungen GmbH)
FINNSEC 2023,Messukeskus
SALON STUDYRAMA DES FORMATIONS DU NUMÉRIQUE DE TOURS 2023,Studyrama
VITEFF 2023,CCI de Reims et d'Epernay
MONDIAL DU PAIN 2023,Ambassadeurs du Pain
ARTIBAT 2023,CAPEB Pays de la Loire (Chambre artisanale et petites entreprises du bâtiment)
RIMINI SPOSI EXPO 2024,SposiExpo S.r.l.
MEFA 2023,BVV (Brno Trade Fairs and Exhibition)
MEFA 2023,Messe Düsseldorf GmbH
LAND & GENUSS - ASCHAFFENBURG 2023,DLG International GmbH
SERBOTEL 2023,Exponantes Atlantique
ACCESS MBA - HAMBURG 2023,Advent Group
AGROCOMPLEX 2023,"Kyiv International Contract Fair, JSC"
AGROCOMPLEX 2023,DLG International GmbH
BYGG REIS DEG 2023,Bygg Reis Deg AS
BYGG REIS DEG 2023,Norges Varemesse
OPTICAL FAIR POZNAN 2023,MTP Grupa
OPTICAL FAIR POZNAN 2023,Chamber of Polish Opticians
BAIKAL JEWELRY SALON 2023,Siberexpo
FOIRE AUX MARRONS DE CREIL 2023,Commune de Creil
FOR GASTRO & HOTEL 2023,ABF a.s.
E-CRIME & CYBERSECURITY NORDICS 2023,AKJ Associates
BELARUSDENT 2023,ZAO 'Technics and Communications'
BELARUSDENT 2023,MinskExpo
FUN AND GAMES FAIR & FESTIWAL GRAMY (TARGI GRA I ZABAWA) 2023,Gdansk International Fair Co.
LUCCA COMICS & GAMES 2023,Lucca Comics & Games s.r.l
HYPERMOTION 2023,Messe Frankfurt GmbH
ARCHITECT @ WORK - ITALY - ROME 2023,ARCHITECT @ WORK Headquarters
ADVANCED AUTOMATION TECHNOLOGIES. PTA NOVOSIBIRSK 2023,Expotronica Company
EXPOTRANSPORTE BATALHA 2023,ExpoSalão
AEROSPACE FORUM BIRMINGHAM 2023,abe (advanced business events)
EQUITA LONGINES 2023,GL Events Exhibitions
NATEXPO MOSCOW 2023,ExpoNAT
NATEXPO MOSCOW 2023,Crocus Expo IEC
MIEUX VIVRE EXPO 2023,Rochexpo - Foire de la Haute-Savoie Mont-Blanc
RESORTS AND TOURISM 2023,SOUD – Sochi Exhibitions JSC
AFFORDABLE ART FAIR - AMSTERDAM 2023,Affordable Art Fair
SALON AUTO-MOTO CLASSIC 2023,Metz Expo événements
FORECH 2023,"Kyiv International Contract Fair, JSC"
EAT&STYLE - DÜSSELDORF 2023,Fleet Events GmbH
RECEXPO - AZERBAIJAN 2023,Elan Expo
COUNTRY HOUSE BUSINESS INNOVATION 2023,Agriconnect Ltd
PARIS GAME WEEK 2023,Comexposium
ADVANCED ENGINEERING BIRMINGHAM 2023,Easyfairs UK Ltd.
ADVANCED ENGINEERING BIRMINGHAM 2023,Artexis EasyFairs
CONGRESS WONEN & ZORG 2023,Jaarbeurs
REHAPROTEX 2023,BVV (Brno Trade Fairs and Exhibition)
REHAPROTEX 2023,Messe Düsseldorf GmbH
ENERGIES + CONSTRUCTION 2023,Mapcom - Batihome sprl
MERSIN GIDA 2023,CNR Expo
DENTAL-EXPO UFA 2023,DE-5
LAB INNOVATIONS 2023,Easyfairs Switzerland GmbH
FAMILY FORMULA 2023,Litexpo
ADVANCED AUTOMATION TECHNOLOGIES. PTA EKATERINBURG 2023,Expotronica Company
BUCHAREST CHRISTMAS MARKET 2023,Creart
ANIMAL FEST 2023,MTP Grupa
GO ENTREPRENEURS - NANTES 2023,Les Echos - Le Parisien Evénements
BUILDING GREEN COPENHAGEN 2023,Insight Events ApS
SALON DU LIVRE ET DE LA PRESSE JEUNESSE 2023,Salon du livre et de la presse jeunesse en Seine-Saint-Denis
SALON DU LIVRE ET DE LA PRESSE JEUNESSE 2023,RX France
SALON DU LIVRE ET DE LA PRESSE JEUNESSE 2023,RX Global Events
KREATIV 2023,Fiera Bolzano Spa
KAHA EXPO - X-TREME CAR SHOW 2023,KK Production
HOTEL - RESTAURANT BUSINESS 2023,SOUD – Sochi Exhibitions JSC
FLOWER SPRING / AUTUMN 2023,International Fair Plovdiv
EAT&STYLE - MÜNCHEN 2023,Fleet Events GmbH
SALON DE LA GASTRONOMIE - LA ROCHELLE 2023,"Comité des Fêtes, Foires et Salons de La Rochelle"
INTERNATIONAL EMIGRATION & LUXURY PROPERTY EXPO - CANNES 2023,Zagranitsa International Media Group LLP
ARREDO 2023,Fiera Bolzano Spa
FITFAIR 2023,Jaarbeurs
AR-MEDICA 2023,CCIA Arad
FOIRE INTERNATIONALE ET GASTRONOMIQUE DE DIJON 2023,Dijon CongrExpo
SALON DES ANTIQUAIRES - LA ROCHELLE 2023,"Comité des Fêtes, Foires et Salons de La Rochelle"
ENOVITIS BUSINESS 2023,Unione Italiana Vini soc. coop.
MERSEN TARIM 2023,CNR Expo
XANTAR 2023,Expourense
3D ADDITIVE EXPO 2023,ExpoSalão
ABILMENTE MILANO 2023,Italian Exhibition Group SpA
ABILMENTE MILANO 2023,Fiera Milano S.p.A.
WARSAW FISHING DAYS 2023,Ptak Warsaw Expo
SALTEX 2023,Hemming Group
STOFFEN SPEKTAKEL CHARTRES 2023,Stoffen Spektakel
SALON DES VINS DES VIGNERONS INDÉPENDANTS - LYON 2023,Vignerons Indépendants de France
MEDINEX 2023,Caspian Event Organisers LLC
MEDINEX 2023,Hyve Group Plc
1001 BODAS 2023,Ifema (Feria de Madrid)
CYBER SECURITY EXPO - LONDON 2023,Satos Media
AUX VIGNOBLES - SAINT BRIEUC 2023,GL Events Exhibitions
KREATIV WELT 2023,Frankfurter Messe & Event GmbH
KREATIV WELT 2023,Messe Offenbach GmbH
ECHTDAMPF-HALLENTREFFEN 2023,P.E. Schall GmbH
TOURISMA & CARAVANING BIELEFELD 2023,Expotec GmbH
TBX 2023,Jaarbeurs
SALON DU PATRIMOINE CULTUREL 2023,AAF (Ateliers d'Art de France)
EXPOFIESTA 2023,Institución Ferial Alicantina
GO 2023,BVV (Brno Trade Fairs and Exhibition)
GO 2023,Messe Düsseldorf GmbH
GO 2023,Messe Brünn
I4.0 EXPO 2023,ExpoSalão
SALON DU MARIAGE ET DU CHOCOLAT 2023,UCIA / Foire de Châlons
CARAVAN BREMEN 2023,Fachausstellungen Heckmann
CARAVAN BREMEN 2023,Deutsche Messe AG Hannover
FASZINATION MODELLBAU FRIEDRICHSHAFEN 2023,P.E. Schall GmbH
BUDMA 2024,MTP Grupa
TOP GASTRO & HOTEL 2023,"Incheba Praha, s.r.o."
SUTEK - WATER TECHNOLOGIES FAIR 2023,Info Fair
BEAUTY AZERBAIJAN 2023,Hyve Group Plc
BEAUTY AZERBAIJAN 2023,Caspian Event Organisers LLC
TCT CONFERENCE @ FORMNEXT 2023,Rapid News Group
GAME CONNECTION EUROPE 2023,Connection Events
WORLD FOOD UKRAINE 2023,Premier Expo
WORLD FOOD UKRAINE 2023,Hyve Group Plc
TENDANCES CRÉATIVES - CLERMONT-FERRAND 2023,Initiales
CARAVANING BRNO 2023,BVV (Brno Trade Fairs and Exhibition)
CARAVANING BRNO 2023,Messe Düsseldorf GmbH
AUTO ZÜRICH CAR SHOW 2023,MCH Foire Suisse (Holding) SA
BALTIC BEAUTY WORLD 2023,International Exhibition Company BT 1
SALON DU VINTAGE - RENNES 2023,Tapage Médiatique
THE LUXURY TRAVEL FAIR 2023,Clarion Events Ltd
TARGI GOLEBI POCZTOWYCH - FAIR OF RACING PIGEONS 2023,MTP Grupa
NORDENTAL 2023,Norwegian Promotion Group As
STOFFEN SPEKTAKEL LA ROCHE SUR FORON 2023,Stoffen Spektakel
SUBCONTRATAÇÃO 2023,ExpoSalão
OFFENBACHKREATIV 2023,Messe Offenbach GmbH
ENTECH 2023,CNR Expo
SALON MODE ET TISSUS 2023,SPL Evénementiel en Val d'Argent
BIOCULTURA MADRID 2023,Asociación Vida Sana
BIOCULTURA MADRID 2023,Ifema (Feria de Madrid)
FIRA NOVIOS 2023,Institución Ferial Alicantina
ARTISSIMA 2023,Lingotto Fiere
ARTISSIMA 2023,GL Events Exhibitions
ARTISSIMA 2023,GL events Italia S.p.A.
