id,organizer_name,website,phone,email
2228,PAP - Particulier à Particulier,http://www.pap.fr/,+33 (0)1 40 56 33 13,salons@pap.fr
2229,Kistamässan,http://www.kistamassan.com/eng,+46 (0)8-506 650 00,info@kistamassan.com
2230,Francisco Martin S.N.C.,http://www.zen-topia.com/,+32 486 799 361,francisco@zen-topia.com
2231,Société du Salon du dessin,http://www.salondudessin.com/en,+33 (0)1 45 22 08 77,info@salondudessin.com
2232,Infopromotions,http://www.groupesolutions.fr/,+33 (0)1 44 39 85 00,info@promotions.fr
2233,Live Promotions Events Ltd,http://www.livepromotions.co.uk/,+44 01775 768661,info@livepromotions.co.uk
2234,Interalia,http://www.interalia.es/,+34 934 16 14 66,ferias@interalia.es
2235,Euroexpo Messe- und Kongress-GmbH,http://www.euroexpo.de/,+49 (0) 89 3 23 91 253,info@euroexpo.de
2236,Ultima Media,http://www.ultimamedia.org/,+44 (0) 20 8987 0902,info@ultimamedia.org
2237,APV GmbH,http://www.apv-mainz.de/english,+49 6131-9769-85,sp@apv-mainz.de
2238,Beverage Trade Network,http://beveragetradenetwork.com/en,+44 (0) 330 097 0138,info@londonwinecompetition.com
2239,Kortrijk Expo,http://www.kortrijkxpo.be/,+32 (0)56 24 11 11,info@kortrijkxpo.be
2240,CPCT Arts & Events,http://www.cpctartsandevents.com/,+33 (0)1 45 38 51 15,info@drawingnowparis.com
2241,WindEurope asbl/vzw,http://windeurope.org/,+32 2 213 1811,info@windeurope.org
2242,Sogecos Spa,http://www.cosmoprof.com/,+39 02 796420,sogecos@cosmoprof.it
2243,International Sports Convention (ISC),http://internationalsportsconvention.com/,+41 216 016 754,info@internationalsportsconvention.com
2244,FF3S (Fédération française de sexologie et de santé sexuelle),http://www.ff3s.fr/,,assises-sexologie@overcome.fr
2245,SFSC (Société française de sexologie clinique),http://www.sfsc.fr/,+33 (0)1 45 72 67 62,
2246,Xpo Organisations Ltd.,http://www.architectatwork.eu/,+44 (0)207 125 05 83,unitedkingdom@architectatwork.eu
2247,EMTG,http://expomtg.com/eng,+7 495 249 11 09 |,info@expomtg.com
2248,QUiCKFairs,http://quickfairs.net/,+39 02 36 59 29 90,info@quickfairs.net
2249,MosShoes,http://en.mosshoes.com/,+7 (495) 781 3411,mosshoes@mosshoes.com
2250,Rambouillet Evénements,http://www.salondelachasse.com/,+33 (0)1 34 78 22 22,info@salondelachasse.com
2251,Easyfairs - Antwerp,http://www.easyfairs.com/,+32 (0)3 280 53 00,antwerp@easyfairs.com
2252,JPC Events,http://www.jpcevents.fr/,+33 (0)9 83 90 16 15,contact@jpcevents.com
2253,CIFL (Comité interprofessionel des fournisseurs du laboratoire),http://www.cifl.com/,+33 (0)1 44 18 98 62,infos@cifl.com
2254,DATE Conference Secretariat,http://www.date-conference.com/,+44 (0)131 225 2892,
2255,CCI de la Drôme,http://www.drome.cci.fr/,+33 (0)4 75 75 70 11,accueil@drome.cci.fr
2256,Parc Expo de Rennes,http://www.rennesparcexpo.fr/,+33 (0)2 99 52 68 42,infos@parc-expo.com
2257,CEBioForum,http://cebioforum.com/,,zwiazek@bioforum.pl
2258,EuropaBio,http://www.europabio.org/,,c.skentelbery@europabio.org
2259,Sasu Vapexpo,http://vapexpo-france.com/,+33 (0)5 56 36 11 64,contact@vapexpo-france.com
2260,Mir-Expo Exhibition Company,http://www.mirexpo.ru/eng,+7 (499) 618-05-65,info@mirexpo.ru
2261,Business Forum LLC,http://www.b-forum.com/en,+380 (056)2 313919,marketing@metalcourier.com
2262,Webs (World Event Business Solutions),http://www.webs-event.com/,+33 (0)1 39 14 48 15,contact@webs-event.com
2263,IK COM,http://www.linkedin.com/company/ik-com69,,
2264,i-one,http://www.i-one.be/,+32 (0)2 790 27 47,administration@i-one.be
2265,Traxio,http://www.traxio.be/fr,+32 (0)2 778 62 00,mail@traxio.be
2266,Premier Publishing Ltd,http://www.prempub.com/,+353 1 6120880,colin@prempub.com
2267,Messe Frankfurt Istanbul,http://tr.messefrankfurt.com/turkey/en.html,+90 216 384 50 50,info@turkey.messefrankfurt.com
2268,RAAPA (Russian Association of Amusement Parks and Attractions),http://www.raapa.ru/en/main,+7 (495) 234 5015,raapa@raapa.ru
2269,"M.I.P. Group, a.s.",http://www.mip.cz/,+420 267 315 585-8,mip@mip.cz
2270,Concours Lépine,http://www.concours-lepine.com/,+33 (0)1 40 02 04 50,crslepine@concours-lepine.com
2271,Comet (Comité d'organisation des manifestations économiques et touristiques),http://www.rouen-expo.com/,+33 (0)2 35 18 28 28,comet@rouen-expo.com
2272,LATIA (Lithuanian Apparel and Textile Industry Association),http://www.latia.lt/en,+370 5 279 0131,latia@latia.lt
2273,Expo Georgia,http://www.expogeorgia.ge/,+995 32 2341100,expo@expogeorgia.ge
2274,PV Manufacturing,http://www.pvmanufacturing.fr/,+33 (0)1 70 60 73 70,visitor@pvmanufacturing.fr
2275,La Cité du Design,http://www.citedudesign.com/,+33 (0)4 77 47 88 00,info@citedudesign.com
2276,Red Group,http://eng.biomos.ru/,,info@biomos.ru
2277,IEC (International Exhibition Centre),http://www.iec-expo.com.ua/en,+380 44 201 11 61,reklama@iec-expo.com.ua
2278,World Events,http://www.salonulnauticbucuresti.ro/,+40 429 24 74,office@salonulnauticbucuresti.ro
2279,LMT Company,http://www.lmt.kiev.ua/,+380 66 800-83-64,expo@lmt.kiev.ua
2280,Les Chevaliers du XXè Siècle,http://www.chevaliers-dunkerque.fr/,+33 (0)3 28 60 29 33,community.manager@chevaliers-dunkerque.fr
2281,Domaine de Chaumont-sur-Loire,http://www.domaine-chaumont.fr/en,+33 (0)2 54 20 99 22,
2282,Foire du Dauphiné - Romans,http://www.foire-dauphine.com/,+33 (0)4 75 02 00,romans@foire-dauphine.com
2283,Exhibition Center 'Odessa Home',http://www.expohome.com.ua/en,+380 (48) 728-64-94,expo@expohome.com.ua
2284,Abyssium,http://www.parismanga.fr/,+33 (0)1 47 35 37 88,contact@parismanga.fr
2285,Innovalia,http://www.innovalia.org/,+34 944 795 190,info@innovalia.org
2286,SNE (Syndicat national de l'édition),http://www.sne.fr/sne-international,+33 (0)1 44 41 40 50,
2287,Ente Autonomo Fiere di Foggia,http://www.fierafoggia.it/,+39 0881.632511,info@fieradifoggia.it
2288,ACOS (Associação de Criadores de Ovinos do Sul),http://www.acos.pt/,+351 284 310350,acos@mail.telepac.pt
2289,Maison du livre de Bécherel,http://maisondulivredebecherel.fr/,+33 (0)2 99 66 65 65,maisondulivre@rennesmetropole.fr
2290,Mek Promotion,http://www.mondomotorishow.it/,+39 338 9542958,info@mondomotorishow.it
2291,Rotary-Club Le Vésinet,http://www.rotary-vesinet.org/,+33 (0)6 07 51 43 51,info@rotary-vesinet.org
2292,Association Montolieu Village du Livre et des Arts,http://www.montolieu-livre.fr/,+33 (0)4 68 24 80 04,larosedesvents@laposte.net
2293,Smile-Expo,http://www.smileexpo.ru/en,+7 (495) 212 11 28,client@smile-expo.com
2294,BIRP,http://www.groupesolutions.fr/,+33 (0)1 44 39 85 00,f.mantes@infoexpo.fr
2295,Cherche Midi Expo,http://www.cloudcomputing-world.com/,+33 (0)1 44 78 99 36,info@cloudcomputing-world.com
2296,Federlegno Arredo Eventi spa,http://www.salonemilano.it/en,+39 02 725941,info@salonemilano.it
2297,SEM Nordev,http://www.nordev.re/,+262 262 48 78 78,nordev@nordev.re
2298,Expotim,http://expotim.com/English,+90 212 356 00 56,info@expotim.com
2299,Una Volta,http://www.una-volta.org/,+33 (0)4 95 32 12 81,centreculturel@una-volta.org
2300,Foire du Livre asbl,http://flb.be/,+32 (0)2 290 44 31,info@flb.be
2301,Art Paris,http://www.artparis.fr/en,,jlecetre@artparis.com
2302,PAD Paris SAS,http://www.pad-fairs.com/,+33 (0)1 53 30 85 20,paris@padesignart.com
2303,I Castelli Animati,http://www.castellianimati.it/,+39 06 93955108,castellianimati@castellianimati.it
2304,MEDExpo S.A.,http://www.medwood.gr/en,+30 210 2931011,info@medwood.gr
2305,Conference Service S.r.l.,http://www.conferenceservice.net/,+39 051 4298311,conference@conferenceservice.net
2306,Voli Fuar Hizmetleri A.S.,http://voli.com.tr/,+90 212 604 50 50,info@voli.com.tr
2307,European Society of Cardiology,http://www.escardio.org/,+33 (0)4 92 94 76 00,congress@escardio.org
2308,EAN (European Academy of Neurology),http://www.eaneurology.org/,+43 1 889 05 03,headoffice@eaneurology.org
2309,Rhenaphotonics Alsace,http://www.rhenaphotonics.fr/,+33 (0)3 90 24 46 38 / 39,vparasote@rhenaphotonics.fr
2310,La mostra d'Igualada,http://www.lamostraigualada.cat/,+34 93 806 69 45,info@lamostraigualada.cat
2311,"Qilinn, Sarl",http://www.mix-energy.com/en,,Contact@qilinn.fr
2312,art.fair International GmbH,http://www.art-dus.de/,,contact@art-dus.de
2313,Forst live GmbH,http://www.forst-live.de/,+49 (0) 5052-8522,info@forst-live.de
2314,Messe Bremen,http://www.messe-bremen.de/index_e.php,+49 (0)421 3505- 2 30,info@messe-bremen.de
2315,Association ACAAFVA,http://www.salon-antiquaires-antibes.com/,+33 (0)4 9334 6565,barale.sandrine@wanadoo.fr
2316,NetWork-Ose GmbH,http://www.networkgmbh.de/,+49 50 33 7057,info@networkgmbh.de
2317,RPI  (Régie Publicité Industrielle),http://www.hydroexpo.fr/en,+33 (0)1 60 94 22 24,manon@rpi.fr
2318,Congress & Event Organization,http://ceokos.com/?lang=en,+381 38 220 003,info@ceokos.com
2319,Full Moon Communications Ltd,http://www.naturalproducts.co.uk/,+44 (0)1903 817300,info@naturalproducts.co.uk
2320,MTA (Manufacturing Technologies Association),http://www.mta.org.uk/,+44 (0)20 7298 6400,info@mta.org.uk
2321,Messe Dresden,http://www.messe-dresden.de/,+49 (0) 351 4458 0,info@messe-dresden.de
2322,DFA Media Limited,http://www.dfamedia.co.uk/,+44 (0) 1732 370340,info@dfamedia.co.uk
2323,Vittorio Pavesio Productions,http://www.torinocomics.com/,+39 011.43.33.504,info@torinocomics.com
2324,Velokonzept GmbH,http://www.velokonzept.de/,+49 (0)30 311 65 140,messen@velokonzept.de
2325,Invest in Africa,http://investinginafrica.eu/,+31 616 950 384,info@investinginafrica.eu
2326,Messe Congress Graz,http://www.messe-graz.at/en,+43 316 8088 - 0,office@mcg.at
2327,WEG (World Expo Group),http://www.weg.ru/en,+7 (495) 540-5557 / 4747,ivr@weg.ru
2328,YEM Exhibitions / YEM Fuarcilik A.S.,http://www.yapifuari.com.tr/eng,+90 212 266 7010,info@turkeybuild.com.tr
2329,Hyve Turkey,http://turkey.hyve.group/Home,+90 212 291 83 10,info@ite-turkey.com
2330,ITH,http://www.coffeetea.ru/,+7 (495) 935 87 06,info@coffeetea.ru
2331,Setcor Media FZ-LLC,http://www.setcor.org/,,info@setcor.org
2332,QuiltFair,http://www.quiltmania.com/,+33 (0)2 40 86 86 86,organisation@paf-nantes.com
2333,Moda Barcelona,http://www.moda-barcelona.com/,+34 93 209 36 39,info@barcelonabridalweek.com
2334,SIAMS SA,http://www.siams.ch/,+41 32 492 70 10,info@siams.ch
2335,Fraunhofer ENAS - Institut für Elektronische Nanosysteme,http://www.enas.fraunhofer.de/en.html,+49 371 45001-0,SSI@enas.fraunhofer.de
2336,OSTIM Defence & Aviation Cluster Association,http://clustercollaboration.eu/content/ostim-defense-and-aviation-cluster,+90 312 385 50 90,info@ostimsavunma.org
2337,Sudtraditions,http://sudtraditions.fr/,+33 (0)6 14 48 19 52,sudtraditions@gmail.com
2338,GNTB (German National Tourist Board),http://www.germany.travel/en,+49 (0)69 974640,info@germany.travel
2339,Office de Tourisme de Berck,http://www.berck-tourisme.com/uk,+33 (0)3 21 09 50 00,tourisme@berck-sur-mer.com
2340,WM SE,http://www.wm.de/,+49 0541 9989 - 0,info@wm.de
2341,Austrian Antique-and Art Dealers,http://www.kunstkauf.at/,+43 664 135 30 50,wikam@kunstkauf.at
2342,Mâcon  Événements,http://www.macon-evenements.com/,+33 (0)3 85 32 32 62,contact@macon-evenements.com
2343,SMMT (Society of Motor Manufacturers and Traders),http://www.smmt.co.uk/,+44 (0)20 7235 7000,smmt@smmt.co.uk
